"SECURITIES","ERROR CODE","NUM FLDS","OPT_EXPIRE_DT","OPT_STRIKE_PX","PX_BID","PX_MID","PX_ASK","OPT_PUT_CALL","DAYS_TO_MTY","TODAY_DT","OPT_DAYS_EXPIRE"
"SPX US 08/19/16 P2235 Index",0,9,"08/19/2016",2235.000000  ,142.100000  ,143.300000  ,144.500000  ,"Put",49  ,"06/30/2016",50  ,
"SPX US 08/19/16 P2240 Index",0,9,"08/19/2016",2240.000000  ,147.000000  ,148.200000  ,149.400000  ,"Put",49  ,"06/30/2016",50  ,
"SPX US 08/19/16 P2245 Index",0,9,"08/19/2016",2245.000000  ,152.000000  ,153.150000  ,154.300000  ,"Put",49  ,"06/30/2016",50  ,
"SPX US 08/19/16 P2250 Index",0,9,"08/19/2016",2250.000000  ,156.900000  ,158.100000  ,159.300000  ,"Put",49  ,"06/30/2016",50  ,
"SPX US 08/19/16 P2255 Index",0,9,"08/19/2016",2255.000000  ,161.900000  ,163.050000  ,164.200000  ,"Put",49  ,"06/30/2016",50  ,
"SPX US 08/19/16 P2260 Index",0,9,"08/19/2016",2260.000000  ,166.800000  ,168.000000  ,169.200000  ,"Put",49  ,"06/30/2016",50  ,
"SPX US 08/19/16 P2265 Index",0,9,"08/19/2016",2265.000000  ,171.800000  ,173.000000  ,174.200000  ,"Put",49  ,"06/30/2016",50  ,
"SPX US 08/19/16 P2270 Index",0,9,"08/19/2016",2270.000000  ,176.800000  ,177.950000  ,179.100000  ,"Put",49  ,"06/30/2016",50  ,
"SPX US 08/19/16 P2275 Index",0,9,"08/19/2016",2275.000000  ,181.700000  ,182.900000  ,184.100000  ,"Put",49  ,"06/30/2016",50  ,
"SPX US 08/19/16 P2280 Index",0,9,"08/19/2016",2280.000000  ,186.700000  ,187.850000  ,189.000000  ,"Put",49  ,"06/30/2016",50  ,
"SPX US 08/19/16 P2300 Index",0,9,"08/19/2016",2300.000000  ,206.600000  ,207.800000  ,209.000000  ,"Put",49  ,"06/30/2016",50  ,
"SPX US 08/19/16 P2320 Index",0,9,"08/19/2016",2320.000000  ,226.600000  ,227.750000  ,228.900000  ,"Put",49  ,"06/30/2016",50  ,
"SPX US 08/19/16 P2340 Index",0,9,"08/19/2016",2340.000000  ,246.500000  ,247.700000  ,248.900000  ,"Put",49  ,"06/30/2016",50  ,
"SPX US 08/19/16 P2350 Index",0,9,"08/19/2016",2350.000000  ,256.500000  ,257.650000  ,258.800000  ,"Put",49  ,"06/30/2016",50  ,
"SPX US 08/19/16 P2360 Index",0,9,"08/19/2016",2360.000000  ,266.500000  ,267.650000  ,268.800000  ,"Put",49  ,"06/30/2016",50  ,
"SPX US 08/19/16 P2400 Index",0,9,"08/19/2016",2400.000000  ,306.400000  ,307.600000  ,308.800000  ,"Put",49  ,"06/30/2016",50  ,
"SPX US 08/19/16 P2450 Index",0,9,"08/19/2016",2450.000000  ,356.300000  ,357.450000  ,358.600000  ,"Put",49  ,"06/30/2016",50  ,
"SPX US 08/19/16 P2500 Index",0,9,"08/19/2016",2500.000000  ,406.200000  ,407.350000  ,408.500000  ,"Put",49  ,"06/30/2016",50  ,
"SPX US 08/19/16 P2550 Index",0,9,"08/19/2016",2550.000000  ,456.200000  ,457.350000  ,458.500000  ,"Put",49  ,"06/30/2016",50  ,
"SPX US 08/19/16 P2600 Index",0,9,"08/19/2016",2600.000000  ,506.100000  ,507.250000  ,508.400000  ,"Put",49  ,"06/30/2016",50  ,
"SPX US 09/16/16 C300 Index",0,9,"09/16/2016",300.000000  ,1785.700000  ,1786.800000  ,1787.900000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C400 Index",0,9,"09/16/2016",400.000000  ,1685.900000  ,1687.000000  ,1688.100000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C500 Index",0,9,"09/16/2016",500.000000  ,1586.000000  ,1587.100000  ,1588.200000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C550 Index",0,9,"09/16/2016",550.000000  ,1536.100000  ,1537.200000  ,1538.300000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C600 Index",0,9,"09/16/2016",600.000000  ,1486.200000  ,1487.300000  ,1488.400000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C650 Index",0,9,"09/16/2016",650.000000  ,1436.300000  ,1437.400000  ,1438.500000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C700 Index",0,9,"09/16/2016",700.000000  ,1386.400000  ,1387.500000  ,1388.600000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C750 Index",0,9,"09/16/2016",750.000000  ,1336.400000  ,1337.550000  ,1338.700000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C800 Index",0,9,"09/16/2016",800.000000  ,1286.500000  ,1287.650000  ,1288.800000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C850 Index",0,9,"09/16/2016",850.000000  ,1236.600000  ,1237.750000  ,1238.900000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C900 Index",0,9,"09/16/2016",900.000000  ,1186.800000  ,1187.900000  ,1189.000000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C925 Index",0,9,"09/16/2016",925.000000  ,1161.800000  ,1162.900000  ,1164.000000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C950 Index",0,9,"09/16/2016",950.000000  ,1136.800000  ,1137.900000  ,1139.000000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C975 Index",0,9,"09/16/2016",975.000000  ,1111.900000  ,1113.000000  ,1114.100000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1000 Index",0,9,"09/16/2016",1000.000000  ,1086.900000  ,1088.050000  ,1089.200000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1025 Index",0,9,"09/16/2016",1025.000000  ,1062.000000  ,1063.100000  ,1064.200000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1050 Index",0,9,"09/16/2016",1050.000000  ,1037.100000  ,1038.200000  ,1039.300000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1075 Index",0,9,"09/16/2016",1075.000000  ,1012.100000  ,1013.250000  ,1014.400000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1100 Index",0,9,"09/16/2016",1100.000000  ,987.200000  ,988.300000  ,989.400000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1125 Index",0,9,"09/16/2016",1125.000000  ,962.300000  ,963.400000  ,964.500000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1150 Index",0,9,"09/16/2016",1150.000000  ,937.400000  ,938.500000  ,939.600000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1175 Index",0,9,"09/16/2016",1175.000000  ,912.400000  ,913.550000  ,914.700000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1200 Index",0,9,"09/16/2016",1200.000000  ,887.500000  ,888.600000  ,889.700000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1225 Index",0,9,"09/16/2016",1225.000000  ,862.600000  ,863.700000  ,864.800000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1250 Index",0,9,"09/16/2016",1250.000000  ,837.700000  ,838.800000  ,839.900000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1275 Index",0,9,"09/16/2016",1275.000000  ,812.700000  ,813.850000  ,815.000000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1300 Index",0,9,"09/16/2016",1300.000000  ,787.800000  ,788.900000  ,790.000000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1320 Index",0,9,"09/16/2016",1320.000000  ,767.900000  ,769.000000  ,770.100000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1325 Index",0,9,"09/16/2016",1325.000000  ,762.900000  ,764.000000  ,765.100000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1330 Index",0,9,"09/16/2016",1330.000000  ,757.900000  ,759.050000  ,760.200000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1340 Index",0,9,"09/16/2016",1340.000000  ,748.000000  ,749.100000  ,750.200000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1350 Index",0,9,"09/16/2016",1350.000000  ,738.000000  ,739.150000  ,740.300000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1360 Index",0,9,"09/16/2016",1360.000000  ,728.100000  ,729.200000  ,730.300000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1370 Index",0,9,"09/16/2016",1370.000000  ,718.200000  ,719.300000  ,720.400000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1375 Index",0,9,"09/16/2016",1375.000000  ,713.200000  ,714.300000  ,715.400000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1380 Index",0,9,"09/16/2016",1380.000000  ,708.200000  ,709.300000  ,710.400000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1390 Index",0,9,"09/16/2016",1390.000000  ,698.300000  ,699.400000  ,700.500000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1400 Index",0,9,"09/16/2016",1400.000000  ,688.300000  ,689.450000  ,690.600000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1410 Index",0,9,"09/16/2016",1410.000000  ,678.400000  ,679.500000  ,680.600000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1420 Index",0,9,"09/16/2016",1420.000000  ,668.500000  ,669.600000  ,670.700000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1425 Index",0,9,"09/16/2016",1425.000000  ,663.500000  ,664.600000  ,665.700000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1430 Index",0,9,"09/16/2016",1430.000000  ,658.500000  ,659.650000  ,660.800000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1440 Index",0,9,"09/16/2016",1440.000000  ,648.600000  ,649.700000  ,650.800000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1450 Index",0,9,"09/16/2016",1450.000000  ,638.700000  ,639.800000  ,640.900000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1460 Index",0,9,"09/16/2016",1460.000000  ,628.800000  ,629.900000  ,631.000000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1470 Index",0,9,"09/16/2016",1470.000000  ,618.900000  ,620.000000  ,621.100000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1475 Index",0,9,"09/16/2016",1475.000000  ,613.900000  ,615.000000  ,616.100000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1480 Index",0,9,"09/16/2016",1480.000000  ,609.000000  ,610.100000  ,611.200000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1490 Index",0,9,"09/16/2016",1490.000000  ,599.100000  ,600.200000  ,601.300000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1500 Index",0,9,"09/16/2016",1500.000000  ,589.100000  ,590.250000  ,591.400000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1510 Index",0,9,"09/16/2016",1510.000000  ,579.200000  ,580.350000  ,581.500000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1520 Index",0,9,"09/16/2016",1520.000000  ,569.400000  ,570.500000  ,571.600000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1525 Index",0,9,"09/16/2016",1525.000000  ,564.400000  ,565.500000  ,566.600000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1530 Index",0,9,"09/16/2016",1530.000000  ,559.500000  ,560.600000  ,561.700000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1540 Index",0,9,"09/16/2016",1540.000000  ,549.600000  ,550.700000  ,551.800000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1550 Index",0,9,"09/16/2016",1550.000000  ,539.700000  ,540.800000  ,541.900000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1560 Index",0,9,"09/16/2016",1560.000000  ,529.800000  ,530.950000  ,532.100000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1570 Index",0,9,"09/16/2016",1570.000000  ,520.000000  ,521.100000  ,522.200000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1575 Index",0,9,"09/16/2016",1575.000000  ,515.100000  ,516.200000  ,517.300000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1580 Index",0,9,"09/16/2016",1580.000000  ,510.100000  ,511.200000  ,512.300000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1590 Index",0,9,"09/16/2016",1590.000000  ,500.300000  ,501.400000  ,502.500000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1600 Index",0,9,"09/16/2016",1600.000000  ,490.500000  ,491.600000  ,492.700000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1610 Index",0,9,"09/16/2016",1610.000000  ,480.600000  ,481.700000  ,482.800000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1620 Index",0,9,"09/16/2016",1620.000000  ,470.800000  ,471.900000  ,473.000000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1625 Index",0,9,"09/16/2016",1625.000000  ,465.900000  ,467.000000  ,468.100000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1630 Index",0,9,"09/16/2016",1630.000000  ,461.000000  ,462.100000  ,463.200000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1640 Index",0,9,"09/16/2016",1640.000000  ,451.200000  ,452.300000  ,453.400000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1650 Index",0,9,"09/16/2016",1650.000000  ,441.400000  ,442.500000  ,443.600000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1660 Index",0,9,"09/16/2016",1660.000000  ,431.600000  ,432.700000  ,433.800000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1670 Index",0,9,"09/16/2016",1670.000000  ,421.900000  ,423.000000  ,424.100000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1675 Index",0,9,"09/16/2016",1675.000000  ,417.000000  ,418.100000  ,419.200000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1680 Index",0,9,"09/16/2016",1680.000000  ,412.100000  ,413.200000  ,414.300000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1690 Index",0,9,"09/16/2016",1690.000000  ,402.400000  ,403.500000  ,404.600000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1700 Index",0,9,"09/16/2016",1700.000000  ,392.700000  ,393.800000  ,394.900000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1710 Index",0,9,"09/16/2016",1710.000000  ,383.000000  ,384.100000  ,385.200000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1720 Index",0,9,"09/16/2016",1720.000000  ,373.300000  ,374.400000  ,375.500000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1725 Index",0,9,"09/16/2016",1725.000000  ,368.500000  ,369.600000  ,370.700000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1730 Index",0,9,"09/16/2016",1730.000000  ,363.700000  ,364.800000  ,365.900000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1740 Index",0,9,"09/16/2016",1740.000000  ,354.100000  ,355.200000  ,356.300000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1750 Index",0,9,"09/16/2016",1750.000000  ,344.500000  ,345.550000  ,346.600000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1760 Index",0,9,"09/16/2016",1760.000000  ,334.900000  ,335.950000  ,337.000000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1770 Index",0,9,"09/16/2016",1770.000000  ,325.300000  ,326.400000  ,327.500000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1775 Index",0,9,"09/16/2016",1775.000000  ,320.500000  ,321.600000  ,322.700000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1780 Index",0,9,"09/16/2016",1780.000000  ,315.800000  ,316.850000  ,317.900000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1790 Index",0,9,"09/16/2016",1790.000000  ,306.200000  ,307.300000  ,308.400000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1800 Index",0,9,"09/16/2016",1800.000000  ,296.800000  ,297.850000  ,298.900000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1810 Index",0,9,"09/16/2016",1810.000000  ,287.300000  ,288.400000  ,289.500000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1820 Index",0,9,"09/16/2016",1820.000000  ,277.900000  ,279.000000  ,280.100000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1825 Index",0,9,"09/16/2016",1825.000000  ,273.200000  ,274.300000  ,275.400000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1830 Index",0,9,"09/16/2016",1830.000000  ,268.600000  ,269.650000  ,270.700000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1840 Index",0,9,"09/16/2016",1840.000000  ,259.200000  ,260.300000  ,261.400000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1850 Index",0,9,"09/16/2016",1850.000000  ,249.900000  ,251.000000  ,252.100000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1860 Index",0,9,"09/16/2016",1860.000000  ,240.700000  ,241.750000  ,242.800000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1870 Index",0,9,"09/16/2016",1870.000000  ,231.400000  ,232.500000  ,233.600000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1875 Index",0,9,"09/16/2016",1875.000000  ,226.900000  ,227.950000  ,229.000000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1880 Index",0,9,"09/16/2016",1880.000000  ,222.300000  ,223.350000  ,224.400000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1890 Index",0,9,"09/16/2016",1890.000000  ,213.200000  ,214.250000  ,215.300000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1900 Index",0,9,"09/16/2016",1900.000000  ,204.200000  ,205.250000  ,206.300000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1910 Index",0,9,"09/16/2016",1910.000000  ,195.200000  ,196.250000  ,197.300000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1920 Index",0,9,"09/16/2016",1920.000000  ,186.300000  ,187.350000  ,188.400000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1925 Index",0,9,"09/16/2016",1925.000000  ,181.900000  ,182.950000  ,184.000000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1930 Index",0,9,"09/16/2016",1930.000000  ,177.500000  ,178.550000  ,179.600000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1935 Index",0,9,"09/16/2016",1935.000000  ,173.100000  ,174.150000  ,175.200000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1940 Index",0,9,"09/16/2016",1940.000000  ,168.700000  ,169.750000  ,170.800000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1945 Index",0,9,"09/16/2016",1945.000000  ,164.400000  ,165.450000  ,166.500000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1950 Index",0,9,"09/16/2016",1950.000000  ,160.100000  ,161.150000  ,162.200000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1955 Index",0,9,"09/16/2016",1955.000000  ,155.800000  ,156.850000  ,157.900000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1960 Index",0,9,"09/16/2016",1960.000000  ,151.500000  ,152.550000  ,153.600000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1965 Index",0,9,"09/16/2016",1965.000000  ,147.300000  ,148.300000  ,149.300000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1970 Index",0,9,"09/16/2016",1970.000000  ,143.100000  ,144.100000  ,145.100000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1975 Index",0,9,"09/16/2016",1975.000000  ,138.900000  ,139.950000  ,141.000000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1980 Index",0,9,"09/16/2016",1980.000000  ,134.700000  ,135.700000  ,136.700000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1985 Index",0,9,"09/16/2016",1985.000000  ,130.600000  ,131.600000  ,132.600000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1990 Index",0,9,"09/16/2016",1990.000000  ,126.500000  ,127.500000  ,128.500000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C1995 Index",0,9,"09/16/2016",1995.000000  ,122.500000  ,123.500000  ,124.500000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2000 Index",0,9,"09/16/2016",2000.000000  ,118.500000  ,119.450000  ,120.400000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2005 Index",0,9,"09/16/2016",2005.000000  ,114.400000  ,115.400000  ,116.400000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2010 Index",0,9,"09/16/2016",2010.000000  ,110.500000  ,111.450000  ,112.400000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2015 Index",0,9,"09/16/2016",2015.000000  ,106.500000  ,107.500000  ,108.500000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2020 Index",0,9,"09/16/2016",2020.000000  ,102.600000  ,103.600000  ,104.600000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2025 Index",0,9,"09/16/2016",2025.000000  ,98.800000  ,99.750000  ,100.700000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2030 Index",0,9,"09/16/2016",2030.000000  ,94.900000  ,95.850000  ,96.800000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2035 Index",0,9,"09/16/2016",2035.000000  ,91.200000  ,92.100000  ,93.000000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2040 Index",0,9,"09/16/2016",2040.000000  ,87.500000  ,88.400000  ,89.300000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2045 Index",0,9,"09/16/2016",2045.000000  ,83.800000  ,84.700000  ,85.600000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2050 Index",0,9,"09/16/2016",2050.000000  ,80.200000  ,81.100000  ,82.000000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2055 Index",0,9,"09/16/2016",2055.000000  ,76.600000  ,77.500000  ,78.400000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2060 Index",0,9,"09/16/2016",2060.000000  ,73.000000  ,73.900000  ,74.800000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2065 Index",0,9,"09/16/2016",2065.000000  ,69.600000  ,70.450000  ,71.300000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2070 Index",0,9,"09/16/2016",2070.000000  ,66.200000  ,67.050000  ,67.900000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2075 Index",0,9,"09/16/2016",2075.000000  ,62.800000  ,63.650000  ,64.500000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2080 Index",0,9,"09/16/2016",2080.000000  ,59.500000  ,60.350000  ,61.200000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2085 Index",0,9,"09/16/2016",2085.000000  ,56.300000  ,57.150000  ,58.000000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2090 Index",0,9,"09/16/2016",2090.000000  ,53.100000  ,53.950000  ,54.800000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2095 Index",0,9,"09/16/2016",2095.000000  ,50.100000  ,50.900000  ,51.700000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2100 Index",0,9,"09/16/2016",2100.000000  ,47.000000  ,47.800000  ,48.600000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2105 Index",0,9,"09/16/2016",2105.000000  ,44.100000  ,44.900000  ,45.700000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2110 Index",0,9,"09/16/2016",2110.000000  ,41.300000  ,42.050000  ,42.800000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2115 Index",0,9,"09/16/2016",2115.000000  ,38.700000  ,39.350000  ,40.000000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2120 Index",0,9,"09/16/2016",2120.000000  ,36.000000  ,36.650000  ,37.300000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2125 Index",0,9,"09/16/2016",2125.000000  ,33.400000  ,34.000000  ,34.600000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2130 Index",0,9,"09/16/2016",2130.000000  ,30.700000  ,31.400000  ,32.100000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2135 Index",0,9,"09/16/2016",2135.000000  ,28.300000  ,28.950000  ,29.600000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2140 Index",0,9,"09/16/2016",2140.000000  ,26.000000  ,26.650000  ,27.300000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2145 Index",0,9,"09/16/2016",2145.000000  ,23.900000  ,24.450000  ,25.000000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2150 Index",0,9,"09/16/2016",2150.000000  ,21.800000  ,22.350000  ,22.900000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2155 Index",0,9,"09/16/2016",2155.000000  ,19.800000  ,20.300000  ,20.800000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2160 Index",0,9,"09/16/2016",2160.000000  ,17.700000  ,18.250000  ,18.800000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2165 Index",0,9,"09/16/2016",2165.000000  ,16.000000  ,16.500000  ,17.000000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2170 Index",0,9,"09/16/2016",2170.000000  ,14.300000  ,14.750000  ,15.200000  ,"Call",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 C2175 Index",0,9,"09/16/2016",2175.000000  ,12.700000  ,13.150000  ,13.600000  ,"Call",77  ,"06/30/2016",78  ,
